o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
5592,773,kQ,692.1,1914-02-23,Jw,cndT,5,az
5593,863,wi,472.06,1965-10-16,ug,TF,2,xp
5594,542,Nj,923.88,1907-04-21,yj,oJdry,4,zc
5595,93,uY,620.82,1992-09-24,JH,RhcaJ,1,CY
5596,310,hB,641.59,1988-06-16,wR,htiR,4,qm
5597,656,ZC,909.48,1950-05-13,Ah,VvQXTRJB,1,Wj
5598,23,yB,221.04,1974-02-13,Pb,EtaMccYc,3,PT
5599,805,zk,413.86,1968-04-21,Kb,bzeYVNbfI,4,il
5600,795,Rd,457.77,1909-12-04,tJ,gXaLi JdN,2,cB
5601,129,qU,290.12,1969-10-20,wG,hAkMYkgH,3,YF
5602,503,my,809.88,1918-11-11,sv,AxEvnFcF,3,GR
5603,392,"t ",27.26,1934-02-19,xq,RJKED,4,BV
5604,182,Nz,54.77,1963-09-02,Qq,vJKgsma,4,YX
5605,637,BE,636.41,1965-04-07,XI,fSTXujBxR,5,ry
5606,676,PI,649.38,1964-02-19,tu,kyxJV,4,ij
5607,815,Mo,805.83,1949-07-23,lw,ozUbyGzCiT,3,mV
5608,181,zn,54.86,1916-02-02,pk,pvCIj,3,Op
5609,856,xd,240.26,1929-07-31,mZ,iC Qe,2,bw
5610,910," M",937.02,1989-04-07,iW,wEuuO,4,fM
5611,97,Hi,27.18,1999-01-21,Kf,SWnz,2,uF
5612,788,sa,488.99,1960-03-03,kc,tHqZD,1,So
5613,279,ia,122.42,1915-07-28,ex,Ef,2,HC
5614,520,xB,71.55,1915-10-27,eD,CX,5,IC
5615,26,jX,273.78,1954-09-15,yI,SNKgeNcQ,3,Kh
5616,485,JW,354.6,1916-08-17,rm,stjy,4,bS
5617,498,lc,658.01,1949-08-06,NX,RsOzuQpVu,5,gZ
5618,125,ac,143.4,1912-05-25,HJ,QMiY,2,sw
5619,645,eb,815.47,1929-12-09,aV,ZxrunhgGcy,3,rB
5620,217,kB,522.95,1921-05-20,zn,wyZpW,5,Tb
5621,202,FV,257.26,2010-10-28,gk,lKC,3,BT
5622,430,"I ",615.85,2016-12-11,IW,fJOkZEic,5,Qq
5623,925,Na,688.44,1965-11-24,po,xx,1,oh
5624,99,Xt,500.07,1957-02-26,MN,vwWHq,4,qd
5625,411," p",481.29,1979-08-17,mM,KmsGrR,1,aH
5626,684,ec,634.56,1943-04-02," D",wGIQl,4,By
5627,902,tu,992.24,1922-03-19,UW,UcAzcc,3,yX
5628,84,Jw,573.48,1921-05-10,cH," Dc",2,sg
5629,841,uZ,350.56,1958-04-07,bH,ytmJoB,5,RK
5630,68,bo,573.94,1922-01-05,Xw,FdluZZMmgr,5,aB
5631,963,lL,470.62,1932-01-09,"n ",okKFm,1,XP
5632,521,Nh,354.06,1940-10-02,au,jedxplw,2,hl
5633,624,eJ,398.24,1979-08-10,oL,nVXk,5,qO
5634,142,tQ,21.14,1983-04-14,QN,cxsRTBRZf,4,cx
5635,646,BE,95.34,1930-04-27,Mr,icz,3,Ah
5636,804,fd,462.04,1950-05-30,VT,hUIazLc G,5,mY
5637,839,kr,383.04,1981-03-10,wy,juhnRaBKA,2,Vv
5638,374,Gn,72.12,1922-04-15,gB,vnmMqX,3,Qb
5639,334,Ud,405.7,1936-11-18,dc,bUXoOoHgxC,1,uc
5640,215,OK,122.44,1975-10-17,Pa,keK,3,SQ
5641,900,aO,112.8,1964-08-21,JI,ymB,2,nX
5642,224,ng,27.92,1935-12-11,OS,xRhmPm,2,BJ
5643,742,em,415.14,1933-01-22,Rm,PrnmGwvMeJ,3,Ig
5644,68,sR,356.67,1911-02-27,Un,nQdMY,5,GD
5645,817," T",992.68,1945-09-10,MJ," VuCZ",4,pw
5646,156,ra,734.26,1923-11-18,bx,Ibh,5,yj
5647,134,HC,806.06,1921-11-22,aC,gC tF,1,vo
5648,924,tn,220.66,2003-09-18,LF,xpMCfesvt,2,na
5649,545,Cs,982.66,2005-08-29,vC,rO,2,yW
5650,147,xc,103.79,1976-09-06,Cp,xYqC,1,re
5651,919,tw,931.42,2002-12-30,sj,GIubfFcARy,5,AK
5652,861,lv,54.96,1945-11-20,LJ,PKnJxGyiI,3,Wg
5653,990,Iu,580.19,1968-06-02,zD,yaGyeZ,1,Uw
5654,231,UG,155.6,1917-11-04,"j ",bLSlPzkwl,2,JX
5655,688,Am,548.28,2018-07-05,lP,YAt,4,Wx
5656,401,CU,332.3,1968-06-09,pO,lxZGC z,3,wL
5657,384,rf,517.79,1929-09-04,oZ,xpq,3,VK
5658,523,GH,370.75,1919-11-27,LH,GCvJEVnL,5,Cu
5659,343,nY,215.37,1995-11-22," J",Vay,3,lv
5660,491,ls,343.32,1927-04-28,Fm,yDQczj s,4,Or
5661,709,XQ,867.12,1960-06-25,KG,TYTlrKzBTz,1,LI
5662,766,uH,691.79,1909-08-23,rH,FMlbaHkvPh,2,oz
5663,658,gk,989.13,1966-10-21,Hl," ocJw",4,Xq
5664,317,YE,351.36,2011-04-02,CI,FF XWnM,4,SW
5665,317,Qc,198.37,2018-02-18,yN,AaqqL,3,Oo
5666,910,Px,322.12,1938-08-23,dA,IYMyoHThDd,2,jy
5667,76,gM,997.55,2012-10-13,Fm,VHMiOBpE,4,YC
5668,330,pM,653.57,2008-09-30,SX,GCQrwn,1,gR
5669,89,LU,51.5,1957-06-22,qS,ItvBtnwMLg,5,tB
5670,152,hH,230.09,2004-01-18,je,ytqvoqRs,3,gY
5671,190,YJ,821.14,1991-06-20,"h ",Of,1,Fk
5672,875,RF,136.81,1922-03-24,QW,VPIqpqieH,5,dc
5673,105,JL,515.39,1933-03-05,uB,QhJpCQ,1,Tt
5674,367,li,640.78,1970-04-22,NH,nZGa,1,Jb
5675,338,MS,196.4,2014-02-19,QK,BDECaLws,3,JG
5676,839,lZ,282.33,1949-07-26,SM,uVSsXJSu,3,WW
5677,744,CZ,57.32,1938-01-17,Fu,rd,1,vM
5678,744,qI,146.31,1961-03-21,AM,BQ,4,Nd
5679,59,wE,154.25,1943-12-15,EO,HEQxJGOhm,4,Qy
5680,31,"W ",562.26,1926-07-01,Xt,nh,4,ON
5681,153,BQ,918.43,2004-03-21,rU,YEDcHml,1,gC
5682,554,WQ,538.59,1970-11-22,JD,xofD,3,SC
5683,81,Yt,821.8,1940-03-07,Ok,QSycS a,2,oW
5684,48,OY,901.2,1972-08-06,Wr,BtmDgc,2,hr
5685,468,zT,449.3,1968-12-08,Ig,IhNm,3,fX
5686,59,nY,887.45,1962-09-26,eI,ywgLgCTsbP,2,"t "
5687,190,BB,471.38,1901-11-03,XK,uIUbtZ,1,mz
5688,417,Mv,679.27,1933-06-26,um,gCJz,2,OM
5689,278,DH,260.1,1972-07-15,gS," pmOTHApp",5,"i "
5690,678,RQ,248.03,1953-11-10,QW,ga,1,TJ
5691,14,IN,550.74,1985-06-14,ny,FpC,4,VT
5692,238,Wp,436.08,2013-09-30,Fu,oXxfcsF,4,xY
5693,772,ol,830.58,2005-04-09,GK,Sl,5,nk
5694,643,MU,471.29,2008-11-22,py,gEqlX,1,cb
5695,484," x",174.21,2010-11-10,vl,ADbk z,1,fZ
5696,32,Dj,359.78,1964-01-12,Zh,aAGfoblGi,4,yO
5697,573,iW,78.97,1995-10-22,if,hJ,4,LF
5698,121,rS,546.28,1911-08-29,"P ",jMDRyO,2,Vm
5699,489,jR,377.94,1928-08-08,Iz,jCjm,3,Vd
5700,601,jS,166.07,1971-12-07,oJ,BGt,4,Yc
5701,240,sv,59.08,1946-12-02,gb,hKpZeAk,5,AI
5702,567,sD,790.6,2012-11-10,Eq,bW,5,yK
5703,759,SB,793.88,1944-05-26,OP,PDK,2,pu
5704,10,FA,77.82,1906-02-28,Kx,OCzzJO,4,BX
5705,295,Zc,72.57,1935-04-22,Oj,bS,3,uP
5706,960,dM,532.21,1932-12-23,Rm,xPoM,2,hW
5707,958,pt,580.28,1991-02-09,jq,ASrwgN,2,sb
5708,494,Nt,163.76,1905-02-26,Qt,OijUOM oh,4,Sm
5709,809,dD,870.16,1930-04-29,sA,HYEQHO,2,QP
5710,521,xT,441.21,1971-06-09,QE,"u jKQr e ",3,lo
5711,92,qr,139.48,1963-01-01,UY,wBIalD,5,fb
5712,292,ds,255.25,1992-06-29,Vg,FuKILwGLIY,4,Zm
5713,194,KB,703.66,2014-03-27,sl,uPBgV,2,RZ
5714,460,ym,860.38,1940-01-14,gO,KMHY,1,eY
5715,175,qs,752.62,1918-08-23,bn,lbEbGRaS,4,hL
5716,36,Bm,776.95,2008-04-28,XA,AouYLSIKG,1,hc
5717,680,vP,75.03,2005-10-21,ZS,lBTiQKKfO,4,TX
5718,572,UW,561.47,1947-08-13,HC,Vd,2,TW
5719,364,jY,676.62,1915-11-22,"l ",msgLMg,2,Je
5720,65," d",296.07,1937-01-25,dg,RJMiZi,1,Yi
5721,677,QL,780.93,1952-02-28,NJ,ndWr,5,OD
5722,700,oh,438.32,2018-09-30,wv,vdCb V,5,gI
5723,862,So,432.44,1928-02-08,bt,Ykz,5,mH
5724,169,rG,902.54,1930-11-07,go,nFPczmtsuq,3,XK
5725,522,fJ,831.25,1901-04-28,Yf,tEbGwhSsMn,3,tu
5726,127,Mf,625.5,2019-10-11,ws,SJZVwHrsBB,1,Rn
5727,202,ui,833.23,1966-02-02,kF,Qr,5,Ab
5728,978,BQ,571.78,1984-04-08,jt,"sy OU ",1,mz
5729,802,uN,914.91,1933-01-06,jM,rIXsjUhTSG,5,ed
5730,693,Jw,284.15,1995-02-13,ag,ebA,3,XA
5731,902,WI,90.23,1901-07-28,CT,MLiuXjZ,2,KL
5732,710,kq,437.77,1923-12-03,ZF,hl,2,Mx
5733,498,yQ,549.86,1936-03-02,Iy,hCcEsDjtqD,1,kg
5734,729,mF,677.45,2018-01-12,NR,HMeeaRIOl,3,Dw
5735,99,Lw,778.42,1937-08-26,VP,vvMjBLGa,2,Nt
5736,316,Gc,359.05,1998-07-31,MP,J yAUxg,2,AJ
5737,263,Lm,977.21,1935-01-20,HD,LHyegibvrU,4,BX
5738,315,bs,581.72,1997-06-29,Fz,ZTY,3,bo
5739,783,rO,155.35,1974-01-07,sW,WFRQpxWQm,4,OR
5740,411,ub,327.27,1949-02-08,ZT,hRD,2,WW
5741,467," S",332.75,1961-04-26,zS,RcdjL,5,Sk
5742,799,Wf,867.51,1984-06-29,aq,RW,5,Ob
5743,873,JJ,472.13,1991-04-30,vM,zMDOAskc,1,UA
5744,856,xM,470.31,1935-12-23,GB,wkvTh,1,Fa
5745,412,XV,938.18,1990-10-02,Tg,nZU,3,pk
5746,792,iO,482.33,1959-03-25,kt,wqaC  yMuf,2,kd
5747,685,TC,669.27,1979-11-12,yc,jA,3,sG
5748,198,mq,741.92,1972-04-22,op,IVosOumSRY,5,PE
5749,783,PZ,108.98,1991-06-29,Kj,gPbUjNeOy,2,Do
5750,997,FM,876.12,1971-10-13,jD,aQXPXOFfn,4,kT
5751,962,FB,84.08,1923-05-23,Lm,JfLE,1,Si
5752,73,ry,306.08,2001-03-27,LS,pYFPklrcHf,1,lI
5753,561,SD,272.98,1980-11-13,aL,JuwFqJEE,4,wv
5754,611,kQ,292.9,1929-10-01,Kl,HCT,2,IY
5755,529,NQ,363.01,1931-08-15,ql,HcfglhIbVy,2,sg
5756,543,Dy,882.75,1973-08-08,xM,JQSJvKjoB,4,ro
5757,370,xP,180.09,2019-09-25,ut,yHZ,3,sV
5758,403,Qy,487.24,1987-03-22,VY,kqjiSOPN,1,bh
5759,538,Ix,394.91,1904-01-29,hp,vS sWefcG,5,PT
5760,854,Ax,985.32,1961-10-02,AZ,WRBxn,1,cF
5761,312,Fn,385.14,2011-01-11,sJ,KcQdhmxGb,2,jh
5762,376,lv,526.52,1937-09-30,UR,KBxpQ,5,SZ
5763,919,lY,934.89,1929-04-20,Lr,UXIdS,1,yA
5764,160,ol,357.41,1949-10-01,yM,Yz Hu,5,gh
5765,626,zk,237.37,1991-11-06,Cm,"a gWho ",3,cv
5766,385,DJ,636.71,2018-02-08,MV,TlpqEh,4,tB
5767,77,rV,613.35,1970-11-09,"F ",IIicqppH,2,cl
5768,246,RC,46.81,1916-04-17,Ko,XRBeNq,4,Hy
5769,32,KS,861.99,2005-11-21,so,bMlM,5,fw
5770,169,IA,564.85,1917-03-28,AC,ofVQDmxGY,3,yc
5771,741,Qt,683.33,1994-07-29,PE,EBOKfuNRcw,3,Vt
5772,590,Rn,603.32,1969-05-14,zk,zwsRy,1,rS
5773,332,aY,68.54,1928-11-29,TR,vTQlre,5,Va
5774,569,AE,197.84,1975-12-16,SU,WPCc,4,rU
5775,651,yc,387.74,1939-06-10,lK,MBbbWYB,2,he
5776,958,eG,801.42,1968-12-22,xh,XeXDKKbOVy,5,KV
5777,641,OE,67.04,1965-08-17,hO,Vpzvd,1,RR
5778,392,"g ",622.24,1920-06-24,qD,FwvxnVo,5,fT
5779,457,GT,221.46,1973-11-07,tK,YqCgxa,5,Au
5780,373,Ax,675.76,1924-05-14,km,DlWlix,3,tf
5781,990,yt,399.14,1978-08-07,HC,VFcto,3,jc
5782,256,NL,136.3,1924-06-22,vP,gZGyPYu,1,XX
5783,430,sH,267.43,2015-11-19,dn,klnZaR,5,oW
5784,845,Jq,176.29,1954-08-16,la,UXb,2,QQ
5785,662,DA,30.56,1930-09-08,Ow,WLwrHIu,3,Gv
5786,792,aV,67.27,1992-05-23,KM,saHRU,3,OL
5787,56,Ua,973.07,1989-09-05,Co,gPIvU,2,Kt
5788,287,uT,207.63,1948-05-21,cc,ZJe,4,Pb
5789,342,vF,803.85,1913-04-11,CG,jxt,5,ld
5790,99,iZ,210.3,1932-04-27,Xu,echFNIkhd,4,Fb
5791,706,Wd,340.63,1916-07-23,ls,vriTwbe,2,rY
5792,356,SV,315.03,1975-02-03,AH,Gqi,5,aS
5793,393,xR,562.17,1925-04-08,IF,inTRXnd,3,hQ
5794,853,Dz,445.99,1952-12-09,pl,tvCP,5,jG
5795,818,bH,826.6,1985-10-01,BS,elvDoyL lP,5,"D "
5796,145,jF,788.84,1982-04-03,KA,mLcKl,2,BB
5797,250,RR,350.06,1971-12-03,zg,Zb UQhLel,3,oJ
5798,978,Aa,576.5,2006-11-18,EZ,RRC,3,fY
5799,286,Qd,552.96,1957-12-04,tm,AeVQSukPf,5,Ba
5800,966,mP,69.93,1980-12-24,Yi,oVJWRxtIih,1,gS
5801,805,pB,49.06,1955-11-01,Nj,vH,2,lo
5802,799,EG,677,1934-11-15,xt,JXUWR,5,Ep
5803,286,YX,259.52,2000-08-09,Mz,Ho Nf,1,Pi
5804,293,GW,558.9,1961-09-24,CJ,FmeKToo,3,gj
5805,814,nK,641.27,1950-11-18,BY,QhVH,1,vj
5806,471,Kr,100.14,1973-11-18,EI,yZdAwUIR,5,XW
5807,658,dU,609.07,2008-08-12,tN,ZNCmnQV,4,Bt
5808,92,Uf,554.05,2019-10-22,IN,TnNymeBziw,2,Gf
5809,624,UA,428.99,1964-05-27,XJ,xjpOf,5,Ou
5810,553,Ih,376.08,1965-10-30,Ik,RLZzCfy,4,yv
5811,178,te,187.88,2006-12-25,lW,eR,4,SF
5812,170,mO,686.87,1989-08-16,yX,WfOZSec,3,xb
5813,216,Gc,781.19,1949-09-03,QZ,nKbdBOSu,4,Gc
5814,117,KE,240.15,1960-07-15,hA,WFqrMGM,3,Zz
5815,139,Zm,777.59,1925-06-13,jK,VA,5,kj
5816,82,QK,369.34,1909-12-20,Pd,IkITlDGqd,1,UQ
5817,24,VI,652.03,1999-12-19,Xu,gN,5,Aw
5818,257,xm,168.78,1948-06-01,vR,NrkPz,4,rP
5819,504,gs,979.59,1916-06-09,ng,ZATNZINLRe,4,XH
5820,252,oG,948.16,2016-06-12,cO,EB,4,st
5821,892,MG,881.43,1937-10-22,Et,E iY Lg,2,Ax
5822,413,MQ,359.8,1908-12-31,xW,XSoW,2,cR
5823,794,dn,658.79,1929-02-17,RZ,hzjMfHu,4,kh
5824,622,Nl,756.98,1911-04-10,LR,XquZRgGu,4,EQ
5825,443," A",296.29,1935-06-07,PT,JpgGJ,3,Oj
5826,156,iI,625.47,1965-08-14,Sw,vUQJLtsZcz,4,PR
5827,511,GZ,869.3,1961-06-02,tc,sPOLbs,5,Yr
5828,85,rv,566.72,1953-12-18,Lc,jI,5,RU
5829,204,uE,405.75,2006-09-19,Kg,eVTRvj,4,pz
5830,151,mV,412.84,1916-02-25,DV,wuWiWrf,3,xW
5831,701,Dv,484.78,1966-01-01,SV,fITP,3,Vh
5832,358,xD,564.54,1920-09-24,JT," ThxGGO",5,vc
5833,960,NW,8.08,1976-04-02,vb,GYH,1,AB
5834,123,EN,170.06,1964-09-26,Jt," rzvxajuQn",5,sg
5835,710,LP,608.96,1951-12-05,vZ,nAf,4,Cg
5836,731,IV,274.43,1996-07-19,Eg,MjGs,3,hG
5837,464,BV,270.68,1954-12-25,lk,eZUNXkdxI,2,kV
5838,465,GW,337.03,1936-06-14,PA,CHoBThGMbI,2,WE
5839,750,TN,200.49,1930-05-07,CA,wPZQ,5,aS
5840,456,FT,811.8,1926-11-21,sL,FspK,5,qg
5841,723,qO,695.64,1969-10-28," y",dRp,2,rH
5842,210,hL,841.55,1959-12-15,LC,OpkSbpF,1,fc
5843,528,Is,666.15,1941-03-15,nI,lqCBla,2,dw
5844,641,nA,655.36,1985-11-29,Mw,Nrv,2,XI
5845,648,UL,34.08,1978-06-22,dR,bd,1,yn
5846,60,YB,681.36,1950-10-11,RO,Dv,5,Zn
5847,738,Eq,415,2004-05-07,vB,cLR,2,ph
5848,792,Rl,851.48,1985-07-20,jY," kT",1,Xt
5849,266,oW,405.84,1965-05-01,Bk,DQuuhHei,3,th
5850,586,VT,460.96,2014-07-02,LR,crPyaxED,1,GN
5851,211,kF,323.34,1917-03-16,Ps,pYrvpoa,1,vU
5852,365,eo,119.67,1925-05-10,iw,UTdtck,4,GF
5853,903,Qy,827.85,1993-05-20,lL,dBRbmLFjiv,4,md
5854,341,zu,511.75,1957-11-06,Tl,sinB,1,tI
5855,758,OC,40.7,1998-10-31,Nq,vGq,1,dX
5856,586,zH,982.8,1916-04-08,dV,RTewSBP,4,Qu
5857,409,ro,124.31,1944-12-06,Gy,kCsd,2,Zh
5858,121,QS,846.48,1974-08-25,oo,JXlbrQ,1,gT
5859,71,lq,298.45,1981-12-01,ss,fhDV,2,PZ
5860,622,IK,283.53,1952-03-24,UZ,"UakXPwu ",1,JM
5861,488,kd,321.43,1925-06-23,Fc,NWDRhpJG,4,Vp
5862,707,Ov,250.14,1954-06-18,eA,aBuLXhiTh,3,cg
5863,576,Bu,984.24,1944-12-04,Bv,dcQAV,5,hZ
5864,187,eY,465.55,2013-09-25,iz,hUyHJVgt z,5,jq
5865,880,HE,112,1950-02-06,bw,JGYcZYGy y,3,hJ
5866,803,vd,606.73,1958-04-18,Dg,OGqYMVpTMN,2,UB
5867,486,Bz,314.96,2000-01-19,hy,EIthPSU,1,WG
5868,739,St,483.53,1969-02-28,pt,EAnga,4,lT
5869,267,LR,290.57,1977-02-01,oe,LGPCskd,4,yA
5870,681,tc,435.04,2000-09-08,eZ,mvALkf,4,ad
5871,52,qg,507.12,1917-08-31,xq,jdzVwzxg,4,Fy
5872,9,RC,930.42,1992-01-23,LE,P AGW,3,yq
5873,275,aN,975.33,1916-03-06,TO,sYncWH,2,RJ
5874,42,Xb,732.52,1980-07-13,AO,LIh,2,wh
5875,300,KE,742.13,1971-08-09,OX,DDYPg,3,HK
5876,227,dj,331.19,1934-01-13,wh,igvAsk,3,Tu
5877,151,Gz,773.47,1977-08-29,Eg,GvSAFDTR,5,eA
5878,863,nA,653.02,1978-01-16,gF,gsvXsmrXQs,5,nR
5879,860,ge,688.83,1962-01-30,OU,NVMQW l,3,Ep
5880,100,sI,154.69,1988-05-08,aJ,SuGTImSY,1,Vp
5881,827,kh,137.94,1971-12-25,Ll,XTJJwBP,5,If
5882,588,aV,405.94,1958-03-14,Kg,YqL,5,Oc
5883,148,Lj,896.68,1960-04-06,pR,EPEiVRyo,5,Zi
5884,542,Ru,963.5,2019-09-01,HR,ygESig,4,MF
5885,297,uO,815.11,1956-11-07,pA,Gjj,5,Ti
5886,810,zx,511.98,1995-04-14,Bl,YbHdHeX,2,rA
5887,457,lz,98.18,1923-01-14,Kx,ombSnu,2,QS
5888,71,Cb,579.87,2001-01-12,jG,gD,2,Cd
5889,66,cK,136.03,1939-03-11,Fe,hQcOIi,2,rW
5890,457,Vb,920.59,1904-08-04,If,DVmQcBLWW,2,Sb
5891,336,kv,144.03,1975-03-27,bh,oYPlx,4," f"
5892,814,Yw,160.68,1995-11-20,pD,mxZW,4,Ov
5893,684,pb,637.33,1946-06-30,gw,loVoG,3,bH
5894,518,sE,828.78,1999-06-24,qf,UntmyKAmfO,4,ny
5895,616,Ej,298.51,1908-11-07,qK,rS,5,kJ
5896,24,Nx,908.24,1903-07-14,jc,jkLeyVvjnL,2,Wt
5897,713,Tu,232.78,1915-08-16,OU,XEWXdFB,2,UL
5898,739,pD,873.38,2001-09-22,Qd,rclQvMEMh,2,cy
5899,581,Kn,790.85,1930-10-18,hb,dK,2,mn
5900,317,CE,784.64,1990-05-28,Td,Us,2,Rk
5901,87,"z ",496.77,1906-01-28,JZ,QNQp,5,Up
5902,936," Q",309.41,2007-12-12,eN,EZmhC,3,UD
5903,150,cd,867.82,1950-03-08,YA,s iQ cku,4,Qs
5904,928,jO,838.3,2004-07-03,uX,LODuJ,1,"F "
5905,614,Ml,578.46,1988-04-03,eU,PVhttUg,5,"  "
5906,597,ho,624.95,1986-01-04,wg,RtlN MgUd,2,xR
5907,860,tH,990.04,1999-09-26,qO,tEIVn,3,kS
5908,428,Gq,570.02,1944-08-31,Jn,YMkovz,5,gV
5909,757,Cf,83.01,2000-07-16,GP,LIvWL,4,Jr
5910,509,Qp,114.09,1963-06-05,Bg,YZRdV,3,UD
5911,835,qQ,227.23,1908-10-19,lQ,Yz,5,tm
5912,499,WZ,488.03,1985-08-02,yX,doGWpHl,1,yH
5913,826,"J ",370.4,1940-12-24,vm,KdJe BmS,1,WX
5914,518,WA,974.37,1920-01-09,zY,NRarJRMo,4,JJ
5915,547,gH,421.81,1932-11-29,KG,AKli,2,XA
5916,726,mE,397.5,1963-04-19,Es,iyECVdKLB,5,bl
5917,74,Rb,7.39,1983-10-15,xy,sthDCcdJ,4,qy
5918,370,AD,471.33,1921-02-25,iB,Ef,5,bx
5919,564,cb,260.56,1937-09-21,Ug,zjfRzM,5,qM
5920,628,BN,743.72,1951-07-31,HT,ET,4,qW
5921,95,SS,938.27,2009-10-05,KE,HsPrwVQIi,5,dh
5922,431,jv,684.68,1999-02-18,tv,jHxAy lvJk,2," P"
5923,411,Ur,482.97,1962-10-25,"a ",JaMjP,3,As
5924,163,Vq,706.18,1919-10-25,KS,WgSPcpcsUP,4,oa
5925,963,gp,373.95,1964-03-15,bE,NpnvfbKgy,5,Bc
5926,868,OS,311.57,2018-01-09,yL,qmoLpl,4,wj
5927,487,ys,468.74,1908-08-05,hK,j I,4,Kj
5928,689,tk,180.68,1961-03-25,yU,OHAicCI GE,5,pa
5929,890,js,425.07,2013-06-25,lS,IFxV,4,YS
5930,155,rI,983.46,1920-09-27,Xj,ELv,5,tJ
5931,531,Eh,660.95,2015-04-06,Dr,ArwWDTpfvR,3," q"
5932,656,Nb,854.39,2001-07-28,qa,hU,5,uH
5933,496,DB,397.27,1982-04-18,aa,pXB,4,Jm
5934,234,JW,134.6,1918-03-28,jY,AhWZmcSs,2,Fc
5935,206,Zj,226.21,1990-03-03,gj,ORpypHp,5,AK
5936,939,SM,239.75,1940-02-14,md,vMyENCIeJ,1,iv
5937,142,kM,655.91,1940-04-26,Er,VvoNl,5,KT
5938,617,Hi,814,1925-10-17,Ko,elUaBwFgzB,2,LO
5939,353,tD,437.55,1970-08-18,Yk,UdtfTFwj,5,TI
5940,399,bi,918.32,1913-04-21,Sh,wolvKRWJV,1,LK
5941,124,xy,429.4,1940-03-19,MP,t goNfXTF,1,Yg
5942,514,Bt,392.84,1941-05-22,LF,qQCRXsM,3,Hi
5943,617,IP,34.65,1998-06-18,fY,Ee,4,gU
5944,120,Dw,547.12,2018-04-13,SY,bDsEOz,5,DY
5945,569,FZ,833.71,1920-02-10,zq,UACXM,3,CY
5946,544,wM,526.81,1966-10-26,PJ,RAfbxDHQ,1,ZB
5947,149,rH,856.69,1983-11-01,ng,jdaYPtrKCZ,4,jB
5948,546,WA,126.36,1927-09-14,Zk,"XyvkXHYh ",3,Wk
5949,921," u",440.63,1986-07-20,Zj,bdCP,2,GW
5950,961,Wh,68.95,2001-12-30,bT,yOs,5,uz
5951,888,vr,34.94,1987-12-21," M",ZSdJTrHl,4,Ep
5952,817,wG,809.54,1940-11-22,aN,KxTuodtl,5,lk
5953,982,XU,492.58,1959-08-09,mK,mrLYthu,2,fA
5954,118,rJ,846.03,1953-11-13,JT,NtQktXsowt,2,Hm
5955,378,Nk,514.59,1903-09-18,DB,AvcBHv,2,iI
5956,541,aM,217.1,1901-03-26,ml,JEGfcn,5,cM
5957,162,Jg,14.55,1925-09-08,oN,SRYlb,3,iO
5958,683,dl,631.58,2013-05-10,hC,VFmhv,5,Hf
5959,868,Lh,969.99,1927-04-06,uZ,jZkIC,1,ha
5960,302,mJ,218.4,1952-11-16,zz,DmbDky,2,lW
5961,52," J",561.6,1905-04-22,ut,vcxuKfplH,4,Qx
5962,819,Mt,509.33,1908-03-17,qL,gZBzV yAC,2,Hz
5963,888,Nr,3.86,1979-06-11,bc,xTZkPwJq,5,Lc
5964,834,wv,634.27,1967-03-28," q",VgFh,4,KL
5965,697,"u ",892.62,2005-01-17,gY,deBXP,2,dw
5966,984,eY,814.64,1976-01-26,dv,VlrRVneeG,3,WM
5967,708,of,732.22,1965-04-19,Dv,QOKWGbOpS,5,Dx
5968,506,mf,919.67,1948-03-29,Hc,CiT,3," o"
5969,602,WZ,866.6,1948-03-03,Yo,"rzVgcsmT ",3,nP
5970,481,DB,795.79,1904-08-08,gf,Uov,3,Ae
5971,960,Us,565.09,1957-03-20,Nh,BNgTrM,5,gq
5972,634," f",983.43,1968-08-14,vQ,iV,5,zD
5973,576,Mb,569.55,1983-05-08,Hv,JMXkX,1,Mc
5974,634,"j ",284.01,1908-08-18,re,Yj,4,gV
5975,810,jC,296.52,2002-08-10,dP,HrEAfYjyig,5,Xz
5976,659,Mf,524.83,1959-11-30,VK," usLNsD",3,mX
5977,501,YM,876.62,1977-10-31,oZ,SY,2,KI
5978,348,HI,927.58,1912-02-23,ja,meDEFWRLUb,4,VI
5979,183,za,120.02,1946-08-19,Ys,"  ",1,rm
5980,854,Af,439.04,1960-12-23,PV,PsmG,3,wB
5981,46," X",3.45,1945-03-07,dQ,ASRFTtDpXb,1,zB
5982,716,uJ,588.1,1902-07-11,wF,SfGlXz,1,EM
5983,127,Qz,554.84,1908-12-17,QU,QxEuBJv,3,lX
5984,506,ez,816.04,1993-10-29,mf,baNrE,5,mB
5985,617,uj,462.89,1914-06-23,EK,CE,2,gi
5986,426,lG,726.45,1997-01-06,yd,hxXnlAnx,5,Sr
5987,624,Qt,282.55,1955-02-25,YR,bws,5,aH
5988,954,lz,186.21,1968-12-21,ct,RAIjCtL,3,Lf
5989,563,iz,734.73,2012-06-04,gx,LOrj,2,By
5990,721,mK,409.68,2004-06-05,Tc,ye,4,Xq
5991,817,hc,6.43,1992-08-25,os,EJ,5,Eb
5992,453,"F ",435.12,1988-05-11,gw,idNr,2,Fw
5993,458,Fa,464.16,1999-11-06,Kd,fPsmjAXdZ,2,kU
5994,662,Lq,512.83,1956-02-23,Wr,Fxp x,1,SJ
